sentiment,text
0,"Man, I feel super disrespectful right now, we at the strip club and they got cnn on the tv showin the vids of IRAN "
0,@MomoFali oops  i hate it when that happens. tho better now than a week old melon that i didn't know was purchased much less in my trunk!
0,"@JaiDuke just the curve ... now ima get the new one  sux being w/out im havn withdrals , it doesnt go on @ alll i cant get into it"
1,"@CyranDorman Small, small world...  glad you had fun!"
1,@rhettroberts Are you sure we can't be heard? *whispers* anything that takes your fancy *filthy grin* EVERYONE STOP LISTENING 
0,"@Nziokxs hey hey hey! How goes it?! Me = Exhaussssted!!  Got cookies and milk?! *Eh, even a massage will do*"
1,@erinschaal amen to that!  i think so much day in &amp; day out when it comes to clients' programs. my own wrkouts have gotta b intense (cont)
1,@SuperTim hehehe thanks!  I saw it in the store and just couldn't leave without it. I love hats. 
1,@venda hello little miss sunshine.. nice to know you yesterday.. even we're not greet each other yet 
1,going to see gelleee 
1,@jojoisqueen if you like 2 laugh..have a good time..follow me..its just that simple 
0,@lauren_walton ive got it  aww but think of now xx
0,"I really, really wish I could cook.... "
1,"One more thing, Twitter! @shayimani also said &quot;GO MAGIC&quot; and her prediction is that the MAGIC are winning the championship! I &lt;3 her! "
1,@dontforgetchaos Ah.. you see I've always fancied a nice celtic design on my foot but I've heard it hurts like hell! maybe not then... 
0,Now if someone would construct a drawbridge so that I might access my driveway that would be nice. Hmm?? How long will this go on? 
1,@xohanna yeah it does babes 
1,@fontenot619 Will u just email me the calendar? Not near a computer at the moment 
1,@beckinelson 16 days. i am so excited.. thats like 2 weeks and two days. oh my gosh im so excited 
0,@felesaerius has left the #zombie #spymaster crew.  Unfollowed them here.
1,on the road to algalon  http://bit.ly/CNJSq  #wow
0,"@dontforgetchaos What the coke's cheating on the rhum  poor rhum, and what about the orange juice and the vodka ?!?!?!?"
0,Headed to la guardia...boozle weekend is officially over...sad times 
1,i'll be babysitting all day...i'm already tired just thinking about it...it's gonna be a long day!!!! see ya'll later 
1,Making prosciutto crotinis 
0,(@lisa365) NTS: do not floss the morning before a dentist appt. I has a hurt 
0,"@sheow I bet you are, although I don't really want to know that you're on holidays. "
0,@supaflyafro i missed most of it. but something about how you should no longer eat raw cookie dough 
0,being below average sucks! 
0,"@mattelphick haha, i'll let her know that's where she should start. how hot is it there? can we have some of the heat? cold here. "
0,black and white is schnice. i look emo-ish on this one. oh well. i am soooo tired  i must finish john's... http://tinyurl.com/m8ybua
1,"@PetaEdwards heheh nice, love a proper salad.   just tweeted the finished plate, ave a lookse!"
0,@russfischer man i wish i still lived near a drive in  perfect movie experience
0,"Just received a leaflet from the BNP - our letterbox is sullied, I think I should scrub it "
1,@samdiaz well like I told you...tweeting youself is the IN thing to do 
1,@Rumford re: Tweetphoto. thanks!  didn't know it had an iPhone app. need something easy to use for @GeeksOnAPlane #goap
0,"@laurin09 She won't go to Boston w/ me! True thing, tho: will I get enough Adam or have to suffer thru Michael Sarver and Megan? "
1,"@duellsy OMG! They did win - yippeee, hubbi has just walked in the door-first smile this year! Ow bless ya-just back dee's every week! "
0,i am bored. 
0,@Rockergirl75 @DonnieWahlberg Have 2 agree with u RG. Yeah we missed out but did you have to remind us Donnie 
0,mmm...looks like the button switch has gone on my #Razor mouse. Its double clicking on a single click 
1,@dkmashino i laugh when u post desk pictures...bcuz my desk used to look like that - painted in post-its.  LOL 
1,"@ChrisOnAir You kidding? Silly..   You're great! I tried to FF u but ur not showing up in my TD, even tho I follow. Will get u next week!"
1,eating chipsticks sandwhiches and a princess drink 
0,I get to see Bradie in 40 days. I wish it would come faster 
1,@MatBlackmore Can I change my vote to you won't bat today cos its raining?  #cricketsweeps
0,"Watching Twilight, aaaaaaaaaaaaaaah it's SO good. I really cannot wait til New Moon. God, I wish movies were real life  I&lt;3lJasper"
1,I just did 330 jumps on the skipping rope and a few squats. Now enjoying a sliced apple and some water. 
1,"watched Benny &amp; Joon, good morning to you too, Johnny Depp. Lovely as always. "
1,@teemwilliams Aaaw! Work it Gurl..Go Get 'em. U'll do Great.. 
0,@iMmopukCP Tests 1st day back from school that sucks! tests today 
1,Will be having ribs for dinner. 50% off by mandiri at tony roma's is irresistable 
1,thanks for the follow @pinkpoodle_93 on this #SancuarySunday 
1,listening to my hands  &quot;i need you here&quot; haha
0,"@JohnPeel haha yeah that is the most ad could manage!! this is hell were bloody brilliant, crowd turn out was pathertic though "
1,@jsmith189 you are evil but its not cuz your white ;;) all humans are evil which is why all need Jesus. We r either redeemed or condemned 
1,@dropthebeet aight let me kno when okk 
1,@pseofficial hey 
1,@mjway Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,im on youtube.....   
1,Watching Walk the Line 
1,@shannonulation. rumour's fail! D: have you watched cobracam? 
1,@dannygokey feelins mutual danny boy 
0,I can't get comfortable in my bulky blanket. I need a Snuggie 
1,@SaintAelphaba What's going on this afternoon? 
0,@carlysialevert heyy ! what r u up to?!! you called me the other day i txtd u bk but u nvr replied! 
0,@jordanhowell hhahaha how have you slept so late? i cant atay up past 10 now 
0,"@iammic I favorited that! OMG me, Sab and @ericagomez MISS U SO!   We'll tell u about our lunch tomorrow tomorrow!  Wish u were here"
0,Super sad that George is really gone from #GreysAnatomy  Hopefully Izzie will stay!!!
1,"@luckywinner10 Don't worry, you spelt 'domesticity' correctly! It just looks wrong "
0,The Spill Canvas â So Much. *sighs*  â« http://blip.fm/~8huom
0,@greenrocketship Me too 
1,yoga was incredible at houstons own jenny yoga on westheimer... ahhhh  off to DALLAS for show #2 
1,"@liaquintans The start of classes on UPLB was moved from June 9 to June 16, 2009. One more week of vacation! Yehey! "
1,@mattnaumann Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
0,"@CynthiaBuroughs Do you like it? I have an associate in networking, computers and technology. The field wasn't all I had hoped for. "
1,"@WBPodcast Hey right here, man, I'll take one.  "
0,@la_tweeta omg i was about to tweet you the same. big D made me late 
1,it's 9.37am and it's saturday. why am i up??? doing my nails now and then get some breakfast! 
1,"Going off the computer for the night... I'll peek again, tomorrow  God, it feels weird, being locked off a computer ^-^'''"
1,@amiemccarron  hehe...thanks.  did a bunch of suicidal robot drawings in uni to not go absolutely MAD under pressure (effective? hmm)
1,back from little verse enjoying coffee and marmite on toast yum yum 
1,Had to remove a bush from the back yard that was too close to the house-looks pretty good without it though 
0,My crickets arrived! . Many are dead.   http://twitpic.com/7mozw
1,@Lybbe it is on my list to purchase. Have to finish several other books...you know...research for podcast 
1,@kiwikia Yup!  We are a class act after all.
1,"@ladymaryann nah, i'm just practical. LOL   i'll suffer if I accepted it, with the tax that SG is going to charge me eventually."
0,@Gameboy_ontheb na cuz you said at this white people party you hate me 
0,@georginaisback hey G what's happening? 
0,@JenJelly85 to get online anymore. 
0,@theBrandiCyrus Lucky... 
1,@ShiniquezSoPyro LOL! You guys are the greatest 
1,Going to work... laterss! 
1,@fredro Sounds good 
1,@TapwireMagazine will it make u feel better if i remind u that its 2:18 on the east coast babe 
1,@Wretch32  http://raytntv.blogspot.com/  have a read 
1,"@bopeepsheep It's ok, you can never really miss anything nowadays with +1 channels, repeats and web. Sure you will get them again soon!  "
1,"@dotmariusz well the wife prefers Chinese, I would rather have Indian ... lol But im not as fussy "
1,yes. i finally had my moccachino for today 
1,@brazilian_angel dang! But that might be for a while. Don't they have twitter  lol that way we could plan a meeting!
0,Just dropped off the lil sis.. Day goes from incredible to sad.. I love that little girl.. 
1,hey tweeps! im at airport  aruba  here i come! **Tanya**
1,@staceymeow + i always see him riding his 4wheeler down his big driveway to get to his letter box AHAHAHAHAHH he waves  
0,"@bholbrook81 DISGUSTED me as well!  It's a GAME, FGS! People seem to missing that! We don't OWE FC ANYTHING! :-\"
1,Should really start Human biology revision right about now 
0,@shannonsgoat oh sorry your going out no syrup for you  *later I promise*
0,@Rove1974 no show  we had a repeat of a pacific comedy fest thing instead.
1,@AmMarvellous good! went doctors @sarahbellafina. everythings cool  bit drunk. news on bus boy too. will tweet it for everyone
1,@stanisms @ragie_ thank youuuu! 
1,i just watchd 2 movies at hoyts 2day ugh..but then again yay!! LOL 17 again was awesome but monster vs aliens was OK but cute and boring 
0,"@jdee313 Damn, I rlly need 2 getmy motivation up to go out more. Ive only been to Premium once...Im always missin the good stuff "
0,@ChampagneRDub ME TOO! I miss them already 
1,"@LaBarceloneta Isn't it, though?  You should have seen the way he was smiling when he told me.  "
0,@ChoeBe Me too! I have to go out in a bit though  I'll be catching up when I get back!
0,http://tr.im/nIOr - I'm beginning to think that this isn't the nicest area to live in 
0,"@TomBourdon How I wish I were in Barcelona right now... we have gray skies, rain and 14Â°C here in Germany  Hope you'll enjoy your day!"
1,@xcocochanel http://twitpic.com/6itnz - this makes me even more exciteeeeed!  they are lovely men!
1,@David_N_Wilson you know what? it doesn't really bother me if anyone new follows or not..as its not about numbers...its content. 
0,@fentonslee why is that? I want to be able to just play like he does!!! 
1,@wylthenemesis Â£11 for Airport / Airport '75 / Airport '77 or Â£4 for Airport... hmm think i'll got for the collection 
1,@thenewbnb oh.. good.. and I am not surprised that @crazytwism &amp; @CruciFire would call each other #shavam 
0,@beebalmdancer ahhh... it probably went away when my computer crashed.. 
1,Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c
1,@PaulaMacKay Painting is going well. Have new 3rd hand with big magnifying glass. Helps lots. 
1,@DavidArchie Good luck David. Wish you all the best. I know you can do it. 
1,I didn't go to the Build-a-Bear group interview yday..I went to California Adventure instead x)I'll probably go to the interview next Mon 
0,Okay here is the picture I've been trying to put as my profile pic but it won't let me   http://twitpic.com/6d6o4
1,@evilmaharaja I speak perv we can sense our own much like dogs greeting one another *sniffs your ass* 
1,@truelyastar Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,@Leabella You're very welcome. 
1,wearing @sparkstherescue t-shirt by the way. the AAR one is in laundry. 
1,@afwife08 nope! not comin up 2nite gurl! 
0,It's too early for check-in 
0,@karennz I may have to wait another 2/3 hours  *twitches*
1,"Ok, for those who missed it: The #menskills hashtag is for those skills you think all men should know, to consider themselves real men "
1,"@joecbarnes We'll have to talk more about it in Vegas, I'd love to hear more from your perspective! "
0,"Only been up for like an hour, even although i planned to get up at 9! Had a weird dream...never found out how i escaped though "
1,@its_anne Kay thanks. 
1,@ciararyandreams haha i know he's awesome 
1,just got home  http://plurk.com/p/yu9eb
1,@Felitherandom Yeah i did!  I realized that I hadn't been typing in my password. haha.
1,"@antsmoove Where are my jokes, Katt?! "
0,@Zaidah1 hahaha okay cooolness i think @Achtungmusic isnt on anymore 
0,@kaindagod RIght ppl have a HARD time with the @ icon lol  wel thanxx twitter I learned to appreciate shift 2 lol
1,@LeoWolfe Yeah she sure did. 'Threatening to quit' apparently. Bollocks man. Hows you? 
0,@laurenhillary How did the wedding shoot go? Excited to get my L.HILL on tomorrow ;)  Looks like no pool...cuz no sun 
1,@houstonZrowe it was! I'm a happy camper now. This will hold me over til I get a chocolate fix later tonite.  how was the bday meal?
